record_id,title,work_date,source_institution,source_url,accession_id,source_series,analysis_subset,source_checked_on,practice,subject_count,controlled_background,environment_visible,v1_candidate,exclusion_reason,image_structure,framing_scale,head_view,head_tilt,chin_angle,torso_view,face_visibility,crop_pattern,gaze_direction,mouth_state,expression_intensity,hands_visibility,hand_relation,shoulder_state,torso_rotation,posture_openness,weight_distribution,pose_motion,image_orientation,subject_placement,negative_space_bias,background_tone,seamless_background,backdrop_edge_visible,black_border_visible,face_frame_height_ratio,figure_frame_height_ratio,tonality,key_direction,shadow_hardness,facial_shadow_pattern,overall_contrast,highlight_clipping_visible,deep_black_area,observed_notes,annotation_confidence,needs_review,review_reason,annotator,annotated_on
AP-EXP-FND-19,"Commander Alan Shepard, astronaut, Langley Field, Virginia, March 31, 1961",1961-03-31,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,open_smile_teeth,high,both,resting,level,none,open,centered,still,square,centered,balanced,white,yes,no,yes,0.13,0.98,black_and_white,frontal,soft,minimal,medium,no,medium,单人宇航员约四分之三身正面肖像；脸部完整；视线朝镜头；露齿笑；双臂自然下垂；双手戴手套可见；金属质感宇航服和胸前设备占据主体；双脚未进入画面下缘；白色无缝背景；四周可见黑色边框；人物居中。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-20,"Brigitte Bardot, hair by Alexandre, Paris, January 27, 1959",1959-01-27,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,review,,single_frame,head_and_shoulders,frontal,level,neutral,frontal,full,top_of_head,camera,lips_parted,low,none,not_applicable,level,none,not_assessable,not_assessable,still,portrait,centered,balanced,mid_gray,yes,no,no,0.40,0.98,black_and_white,frontal,soft,minimal,medium,no,medium,单人头肩近景；脸部完整正面；双眼朝镜头；嘴唇略分开；浅色大卷发包围头部和肩部；肩线入镜；中灰连续背景；无地点或环境信息。,medium,true,需复核美发造型与正式肖像的边界；图像本身为单人头肩、连续中灰背景且未见其他时装场景。 边界记录：美发或时尚造型语境可能超出 V1 正式肖像范围；保留作审阅，不作为路线证据。,foundation_v2_visual_review,2026-08-28
AP-EXP-MUS-01,Manny Celler,"August 12, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.15,NPG.89.83.15,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,partial,resting,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.28,0.86,black_and_white,frontal,soft,one_side,medium,no,medium,单人单帧；头部至大腿上部附近可见；头和躯干正对镜头；目光朝镜头；嘴闭合；双手在身体两侧部分可见并自然下垂；人物居中；背景为白色无缝面；画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-02,Shirley Anita St. Hill Chisholm,"July 12, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.17,NPG.89.83.17,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,partial,resting,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.25,0.90,black_and_white,frontal,soft,one_side,medium,no,medium,单人单帧；头部至大腿中部附近可见；头和躯干正对镜头；目光朝镜头；嘴闭合；双臂下垂；双手在下缘处部分可见；人物居中；背景为白色无缝面；画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-03,Daniel Patrick Moynihan,"July 12, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.43,NPG.89.83.43,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,partial,resting,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.27,0.89,black_and_white,frontal,soft,under_features,high,no,large,单人单帧；头部至大腿上部附近可见；头和躯干正对镜头；目光朝镜头；嘴闭合并略带弯曲；双臂屈曲向外；双手在腰后仅部分可见；人物居中；背景为白色无缝面；画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-04,Ronald Reagan,"March 4, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.49,NPG.89.83.49,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.27,0.91,black_and_white,frontal,soft,one_side,high,no,large,单人单帧；头部至大腿上部附近可见；头和躯干正对镜头；目光朝镜头；嘴闭合；双手未入镜；人物居中；背景为白色无缝面；画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-05,"Killer Joe Piro, dance teacher, New York","January 3, 1962",The Museum of Modern Art,https://www.moma.org/collection/works/128619,479.2009,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,lowered,frontal,full,none,camera,open_smile_teeth,high,both,gesturing,both_raised,none,open,not_assessable,gesture_in_progress,square,centered,balanced,mid_gray,yes,no,no,0.72,0.88,black_and_white,frontal,soft,under_features,medium,no,medium,单人单帧；横向画面中头部和双肩及上胸部近距离入镜；脸正对镜头；下颌略收；目光朝镜头；嘴张开露齿；双手在脸侧抬起并各伸出食指；人物居中；背景为均匀中灰无缝面；未见环境物件或印框。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-06,Mark Felt,"July 8, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.22,NPG.89.83.22,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,not_assessable,not_assessable,still,portrait,centered,balanced,white,yes,no,yes,0.28,0.86,black_and_white,frontal,soft,one_side,medium,no,medium,单人单帧；头部、双肩和上胸部入镜，下缘裁在胸部附近；头和躯干正对镜头；双眼朝镜头，嘴闭合；双手未入镜；人物居中；白色无缝背景，画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-07,Asa Philip Randolph,"April 8, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.48,NPG.89.83.48,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,multiple,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.27,0.92,black_and_white,frontal,soft,one_side,high,no,large,单人单帧；头部至髋部附近可见；头和躯干正对镜头；双眼朝镜头，嘴闭合；一只手握住画面下缘的帽子，另一只手在身体旁自然下垂；人物居中；白色无缝背景，画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-08,Nelson Rockefeller,"June 28, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_NPG.89.83.52,NPG.89.83.52,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_smile,low,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.25,0.90,black_and_white,frontal,soft,one_side,high,no,large,单人单帧；头部至腰部附近可见；头和躯干正对镜头；双眼朝镜头，嘴闭合并略带弯曲；双手未入镜；人物居中；白色无缝背景，画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-09,Pete Rozelle,"July 7, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_S_NPG.89.83.56,S/NPG.89.83.56,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.25,0.89,black_and_white,frontal,soft,one_side,medium,no,medium,单人单帧；头部至腰部附近可见；头和躯干正对镜头；双眼朝镜头，嘴闭合；双手未入镜；人物居中；白色无缝背景，画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-10,James Skelly Wright,"July 29, 1976","National Portrait Gallery, Smithsonian Institution",https://npg.si.edu/object/npg_S_NPG.89.83.67,S/NPG.89.83.67,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_smile,low,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.25,0.90,black_and_white,frontal,soft,one_side,high,no,large,单人单帧；头部至腰部附近可见；头和躯干正对镜头；双眼朝镜头，嘴闭合并略带弯曲；双手未入镜；人物居中；白色无缝背景，画面四周可见黑色印框；未见环境物件。,high,false,,Codex museum expansion,2026-08-28
AP-EXP-MUS-16,"Malcolm X, Black Nationalist leader, New York","March 27, 1963",The Museum of Modern Art,https://www.moma.org/collection/works/128621,480.2009,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,occluded,none,not_visible,closed_neutral,not_assessable,none,not_applicable,unclear,unclear,not_assessable,not_assessable,still,portrait,centered,minimal,light_gray,yes,no,no,,,black_and_white,frontal,medium,one_side,medium,no,medium,单人紧头部肖像；黑白；太阳镜遮住眼部；白色至浅灰色无缝背景；肩部边缘可见；无可见环境或手部。,high,true,太阳镜遮挡双眼；可作为紧裁头部记录，但不得支持完整可见脸部路线。,codex-museum-v2,2026-08-28
AP-EXP-MUS-17,"Oscar Levant, Pianist, Beverly Hills, California","April 12, 1972",The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/284305,2002.379.46,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,camera,open_expression,high,none,not_applicable,both_raised,none,closed,not_assessable,still,square,centered,balanced,white,yes,no,yes,0.50,0.80,black_and_white,frontal,soft,under_features,high,no,large,单人单帧紧头部肖像；脸正对镜头并占画面主体；双眼眯起，嘴张开并露齿；厚外套与抬高的双肩占据画面下部；白色连续背景，四周可见黑色印框。,high,false,,Codex frontal-close expansion,2026-08-28
AP-EXP-MUS-18,"Jean Renoir, Director, Beverly Hills, California","April 11, 1972",The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/284306,2002.379.48,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,image_right,closed_neutral,low,none,not_applicable,level,none,not_assessable,not_assessable,still,square,centered,balanced,white,yes,no,yes,0.58,0.84,black_and_white,frontal,soft,under_features,high,no,large,单人单帧紧头部肖像；脸部完整并正面朝向画面，目光偏向画面右侧；嘴闭合；肩部、深色外衣与领巾位于下缘；白色连续背景，四周可见黑色印框。,high,false,,Codex frontal-close expansion,2026-08-28
AP-EXP-GET-01,"Henry Miller, Writer, Pacific Palisades, California, 9-24-68","negative September 24, 1968; print 1975",J. Paul Getty Museum,https://www.getty.edu/art/collection/object/108GRD,2000.67.1,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,image_left,closed_neutral,low,none,not_applicable,level,none,not_assessable,not_assessable,still,square,centered,balanced,white,yes,no,yes,0.52,0.88,black_and_white,image_left,medium,one_side,high,no,medium,单人单帧紧头部肖像；秃顶头部与完整脸部占画面主体，目光偏向画面左侧；嘴闭合；开领衬衫与双肩进入下缘；白色连续背景，四周可见黑色印框；面部画面右侧阴影较深。,high,false,,Codex frontal-close expansion,2026-08-28
AP-EXP-GET-02,"Walter Hickock, Father of Dick Hickock, Garden City, Kansas, April 1960","negative April 15, 1960; print 1961",J. Paul Getty Museum,https://www.getty.edu/art/collection/object/108GRJ,2000.67.7,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,not_assessable,not_assessable,still,portrait,centered,balanced,white,yes,no,no,0.56,0.96,black_and_white,frontal,soft,under_features,medium,no,medium,单人单帧紧头部肖像；完整脸部正对镜头，双眼朝镜头，嘴闭合；夹克、衬衫和领带进入下缘；浅色连续背景；未见环境、手部或黑色印框。,high,false,,Codex frontal-close expansion,2026-08-28
AP-EXP-GET-03,"Dick Hickock, Murderer, Garden City, Kansas, April 1960","negative April 15, 1960; print 1961",J. Paul Getty Museum,https://www.getty.edu/art/collection/object/108GRH,2000.67.6,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,not_assessable,not_assessable,still,portrait,centered,balanced,white,yes,no,no,0.52,0.94,black_and_white,frontal,soft,minimal,medium,no,small,单人单帧紧头部肖像；完整脸部正对镜头，双眼朝镜头，嘴闭合；向后梳理的头发完整入画，颈部与少量衣领进入下缘；白色连续背景；画面印到纸边，未见黑色印框。,high,false,,Codex frontal-close expansion,2026-08-28
